SITE_ID,YEAR,VISIT_NO,SAMPLED,DATE_COL,DATECHEM,TEAM_ID,SAMP_LOC,PHSTVL,PHSTVLF,COND,CONDF,ANC,ANCF,TURB,TURBF,TSS,TSSF,COLOR,COLORF,DOC,DOCF,DIC,DICF,PTL,PTLF,SE,SEF,CA,CAF,MG,MGF,NA,NAF,K,KF,NH4,NH4F,SO4,SO4F,NO3,NO3F,CL,CLF,NTL,NTLF,ZN,ZNF,SIO2,SIO2F,H,OH,HCO3,CO3,ALKCALC,CATSUM,ANSUM,ANDEF,SOBC,IONSTR,BALANCE,ORGION,CONCAL,CONDHO,DAY_SHIP,COM_LAB,COM_FLD,COM_IM ,NtoP,NO3toP
OWW04440-0743,2004,1,Yes,10/05/2004,10/05/2004,4,F,8.2, ,778,H8,6698.7, ,19.7, ,13.8,H15,5, ,2.58, ,72.9,H27,50,H34,0.1, ,4145, ,4334.9, ,458.2, ,53.2, ,4.2, ,1299, ,3664.2, ,717.6, ,1046,H34,0,B,14.09, ,0.006,1.585,5941.64,88.293,6031.11,8995.2,8107.25,887.95,8991.29,0.023,5.19,25.74,937.14,829.64,1, , ,  ,20.92,1.182
OWW04440-0747,2004,1,Sample lost,10/09/2004, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,NA, , , , , , , , , , , , , , , , , , , , , , , , , , ,"SITE SAMPLED, NEVER RECEIVED AT LAB ",NA,NA
OWW04440-0750,2004,1,Yes,07/28/2004,07/28/2004,7,F,7.23,H5,149, ,422.1,H9,2.92,H6,3.4,H15,5, ,1.9, ,5.11, ,5, ,0,H210B,333.4, ,421, ,543.7, ,39.8, ,0.4, ,879.4, ,638.6, ,39.3, ,225, ,0,H201B,9.62, ,0.059,0.17,375.275,0.598,375.96,1338.42,1304.98,33.44,1337.94,0.004,1.27,18.71,163.2,125.4,1, , ,  ,45,2.06
OWW04440-0752,2004,1,Yes,10/06/2004,10/06/2004,2,F,8.09, ,749, ,6726.9, ,0.536, ,3.1,H15,5, ,2.8, ,72.33,H26,29,H33,0,B,4406.2, ,3175.1, ,341.9, ,81, ,0.4, ,845.1, ,7495.8, ,600.7, ,1828,H33,0,B,11.9, ,0.008,1.23,5881.289,67.841,5949.96,8004.52,7517.01,487.51,8004.18,0.021,3.14,27.9,842.16,757.55,1, , ,  ,63.03448276,4.168965517
OWW04440-0760,2004,1,Yes,10/06/2004,10/06/2004,2,F,8.2, ,866,H8,5266.6, ,17.8, ,24,H16,15, ,6.16,H15,58.92,H30,275,H33,0.2, ,3747.2, ,2064.5, ,2523.5, ,130.3, ,1, ,869.6,H8,973.4, ,2836.7,H8,2113,H33,23.8, ,8.5, ,0.006,1.585,4801.935,71.357,4874.55,8466.36,8596.92,-130.56,8465.43,0.019,-0.77,61.44,974.39,882.28,2, , ,  ,7.683636364,0.057090909
OWW04440-0762,2004,1,Yes,10/09/2004,10/09/2004,2,H,7.72,H4,681,H9,3920.9, ,2.11,H5,0.6,H16,0,H5,3.38, ,44.94,H27,17,H40,0.7, ,3881.5, ,1378, ,1252.6, ,108.8, ,0.4, ,1572.7, ,6776.6, ,1497.4, ,1738,H40,28.7, ,10.16, ,0.019,0.525,3579.536,17.613,3597.41,6621.26,6777.11,-155.85,6620.83,0.017,-1.16,33.55,783.13,686.07,3, , ,  ,102.2352941,6.429411765
OWW04440-0766,2004,1,Yes,09/20/2004,09/20/2004,2,F,7.47,H4,110,H9,668.2, ,4.98,H4,2.1,H15,10, ,1.99,H57,8.62,H4,10, ,0,B,629.1, ,300.2, ,102.6, ,61.4, ,0.1, ,260.7, ,1996.4, ,103.4, ,552, ,17.3, ,7.17, ,0.034,0.295,666.084,1.843,668.15,1093.43,1064.56,28.87,1093.25,0.003,1.34,19.71,123.87,111.22,2, , ,  ,55.2,3.22
OWW04440-0771,2004,1,Yes,10/25/2004,10/25/2004,2,F,7.38,H4,390,H9,3083.9, ,17.5, ,22.2,H16,10, ,3.12, ,35.42,H4,97, ,0,B,1769.7, ,420.7, ,1361.3, ,66.4, ,1.4, ,190.5,H9,198.4,H9,1147.6,H10,273, ,39.5, ,17.75,H8,0.042,0.24,2693.329,6.058,2699.4,3619.56,4040.9,-421.34,3618.11,0.007,-5.5,30.85,424.07,397.18,2, ,SAMPLE WAS CONTAINED IN DISTILLED GALLON CONTAINER FOR LIMITED TIME AS WE WERE SHORT SAMPLING SUPPLIES/TRANSFERRED SAMPLE AS SOON AS WE COULD.,  ,2.81443299,0.032989691
OWW04440-0772,2004,1,Yes,09/16/2004,09/16/2004,2,F,7.35,H4,168, ,820.7, ,11.3,H4,9.3, ,10,H4,2.39, ,9.82, ,18, ,0,B,654, ,549.1, ,253.7, ,71.6, ,0.7, ,477.9, ,2126.6, ,266.2, ,720, ,12.3, ,6.68, ,0.045,0.224,742.516,1.559,744.2,1529.22,1522.69,6.53,1528.47,0.004,0.21,23.63,180.22,157.77,1, , ,  ,40,1.905555556
OWW04440-0773,2004,1,Yes,09/28/2004,09/28/2004,9,F,8.23, ,503,H204,4615.2, ,23.2, ,40.5,H16,15, ,3.88,H15,53.1,H34,119, ,0,B,2798.5, ,1682.9, ,888, ,110.4, ,0.6, ,648.7,H8,0,B,412.2,H8,508, ,0,B,15.64, ,0.006,1.698,4329.771,68.942,4400.12,5480.45,5461.3,19.15,5479.86,0.013,0.18,38.63,589.39,531.35,2, , ,  ,4.268907563,0
OWW04440-0774,2004,1,Yes,10/10/2004,10/10/2004,1,K,7.83, ,541,H8,2518.9, ,0.576,H4,12,H15,10,H4,2.64, ,31.54, ,22,H39,0,B,2284.1, ,1061.1, ,1724.9, ,91.1, ,0.9, ,619.2, ,4085.8, ,2004.4, ,1150,H39,14.6, ,4.34, ,0.015,0.676,2533.698,16.061,2550.25,5162.05,5239.92,-77.87,5161.2,0.011,-0.75,26.2,606.41,555.14,2, , ,  ,52.27272727,2.995454545
OWW04440-0775,2004,1,Yes,10/23/2004,10/23/2004, , ,7.87,H4,638,H9,5268.5,H9,1.26,H5,4.2,H16,30,H5,8.16, ,53.75,H13,13, ,0,B,1684.7, ,3965, ,1679.8, ,145.4, ,0.5, ,2039,H12,148.8,H11,527.3,H12,311, ,0,B,12.28,H10,0.013,0.741,4329.231,30.091,4359.76,7475.39,6928.75,546.63,7474.89,0.019,3.79,81.15,803.59,682.86,3, , ,  ,23.92307692,0.184615385
OWW04440-0784,2004,1,Yes,10/22/2004,10/22/2004,2,F,7.91,H5,653,H10,5786,H10,2.67,H6,7,H17,10,H6,1.89, ,61.1,H14,42, ,0,B,3745.2, ,3663.7, ,259.9, ,32.2, ,1.6, ,718.2,H13,44894.2,H13,677.6,H13,9424,H39,0.3, ,10.15,H11,0.012,0.813,4932.09,37.588,4970.15,7702.54,7090.35,612.2,7700.95,0.02,4.14,18.77,815.52,743.78,4, , ,  ,224.3809524,17.24047619
OWW04440-0785,2004,1,Yes,07/20/2004,07/20/2004,3,F,7.91, ,1474,H9,3380.4,H8,2.08, ,0.9,H15,10, ,0.97, ,41.09, ,1,H34,0,H218B,2538.7, ,2156.8, ,9830.7,H232,85.1, ,1.2, ,9275.1, ,1016.8, ,2854.7, ,294,H34,1.4,H209,11.62, ,0.012,0.813,3316.851,25.278,3342.71,14612.57,15489.13,-876.56,14611.39,0.036,-2.91,9.64,1874.49,1375.89,2, , ,  ,294,16.4
OWW04440-0791,2004,1,Yes,10/18/2004,10/18/2004,4,F,6.51, ,151, ,393.3, ,6.83, ,3.8, ,90, ,11.64,H17,6.99,H4,16,H31,0.7, ,481.1, ,369, ,460, ,69.1, ,0.9, ,272.2, ,316.2, ,668.8, ,384,H31,7.8, ,11.96,H8,0.309,0.032,343.227,0.104,343.03,1380.49,1289.5,90.99,1379.26,0.003,3.41,111.36,164.93,150.85,2, , ,  ,24,0.31875
OWW04440-0797,2004,1,Yes,08/07/2004,08/07/2004,6,A,7.95,H4,419,H9,3942.4,H10,0.709,H4,1.9,H16,5,H5,1.84, ,42.55,H83,3, ,0, ,3594.3,H201,210.1, ,352, ,38.1, ,0.8, ,296.3, ,1351.6, ,242.6, ,449, ,0,H192B,11.88, ,0.011,0.891,3441.52,28.759,3470.93,4195.17,4031.82,163.35,4194.41,0.01,1.99,18.33,444.46,409.82,3, , ,  ,149.6666667,7.266666667
OWW04440-0798,2004,1,Yes,10/05/2004,10/05/2004,1,F,6.85, ,13,H9,70.7,H8,1.49, ,8.6,H17,15, ,0.7,H16,1.02, ,10,H34,0,B,27, ,29.2, ,46.3, ,13.2, ,0.2, ,24.1, ,68.2, ,18.5, ,74,H34,26.4, ,8.69, ,0.141,0.071,64.234,0.043,64.2,116.1,108.05,8.05,115.75,0,3.59,6.78,12.8,11.76,3, , ,  ,7.4,0.11
OWW04440-0801,2004,1,Yes,07/25/2004,07/25/2004,2,F,7.64,H4,293,H9,2784.5,H239,1.16,H5,16.5,H15,35,H4,6.7, ,36.28, ,56, ,0.1, ,2282.6, ,626.5, ,114.3, ,11.1, ,1.1, ,191.9, ,328.6, ,160.7, ,643, ,0,H204B,12.07, ,0.023,0.437,2867.123,11.735,2879.08,3035.56,3237.24,-201.68,3034.49,0.008,-3.22,66.43,332.06,309.07,2, ,VERY SHALLOW STREAM/MULTIPLE BEAKER PULLS WERE NECESSARY.,  ,11.48214286,0.094642857
OWW04440-0803,2004,1,Yes,08/04/2004,08/04/2004,8,X,8.39,H5,830,H8,4335.3,H8,14.5,H5,36.8,H16,20,H5,3.65,H15,49.11,H12,35, ,0.3, ,2745.4,H204,1340.5, ,3584.9,H208,99.1, ,1.2, ,480.1, ,719.2, ,3514.2, ,494, ,23.2,H195,32.81,H8,0.004,2.455,4005.979,92.199,4100.37,7770.93,8106.43,-335.5,7769.84,0.015,-2.11,36.42,913.74,835.75,2, , ,  ,14.11428571,0.331428571
OWW04440-0804,2004,1,Yes,09/13/2004,09/13/2004,1,F,7.1, ,95,H8,564.3, ,3.6,H4,9.8,H16,10,H4,1.91,H17,7.2,H4,15, ,0,B,350.7, ,221.5, ,241.8, ,57.1, ,1.2, ,95, ,5009.6,H9,161.8, ,1289, ,0,B,22.7,H8,0.079,0.126,508.28,0.6,508.89,872.43,846.6,25.83,871.15,0.002,1.5,18.78,97.42,91.96,3, , ,  ,85.93333333,5.386666667
OWW04440-0805,2004,1,Yes,07/28/2004,07/28/2004, , ,6.87,H5,41, ,250,H9,5.78,H6,0.2,H15,5, ,0.49, ,4.1, ,8, ,0,H210B,164.5, ,119.1, ,65.9, ,28.4, ,0.4, ,68.9, ,787.4, ,44, ,226, ,0,H201B,7.14, ,0.135,0.074,261.781,0.182,261.89,378.46,387.71,-9.24,377.97,0.001,-1.21,4.77,43.02,39.77,1, , ,  ,28.25,1.5875
OWW04440-0807,2004,1,Yes,10/21/2004,10/21/2004,2,F,8.23,H4,988, ,5692.2, ,4.32,H5,6.9, ,25,H5,7.6, ,64.33,H15,150, ,1.3, ,5047.3, ,4103.2, ,1257.5, ,103.3, ,1.3, ,2940.6,H14,46214.8,H14,1952.3,H14,9693,H40,0,B,8.77, ,0.006,1.698,5245.314,83.52,5330.18,10512.44,10968.85,-456.41,10511.25,0.029,-2.12,75.77,1265.29,1083.26,2, , ,  ,64.62,4.969333333
OWW04440-0809,2004,1,Yes,08/12/2004,08/12/2004,2,F,6.4,H5,115,H8,248.4,H8,56.8,H4,62.1,H15,50,H5,11.15, ,4.52,H5,222, ,0,B,293.3, ,231.9, ,322.1, ,122.2, ,2.4, ,309.7, ,1097.4, ,346.7,H12,1199, ,2.3,H187,5.63, ,0.398,0.025,198.747,0.047,198.41,972.2,872.9,99.31,969.45,0.002,5.38,105.92,116.5,102.49,2, , ,  ,5.400900901,0.07972973
OWW04440-0811,2004,1,Yes,10/27/2004,10/27/2004,5,F,7.58, ,132, ,1004,H9,4.04, ,0.6, ,55, ,11.05, ,12.04, ,19, ,0,B,835.2, ,317.7, ,118.8, ,24.9, ,0.7, ,71.3, ,93, ,198.6, ,329, ,7, ,7.18, ,0.026,0.38,944.612,3.367,948.27,1297.33,1219.76,77.57,1296.6,0.003,3.08,109.49,137.66,131.42,1, , ,  ,17.31578947,0.078947368
OWW04440-0814,2004,1,Yes,08/10/2004,08/10/2004,7,F,7.64, ,389, ,3823.4, ,4.7, ,9.2, ,10, ,2.87, ,45.09,H20,15, ,0,B,2849.6,H198,982.5, ,174.1, ,33.8, ,2.7, ,109.9, ,638.6, ,212.2, ,360, ,0,H189B,7.16, ,0.023,0.437,3563.347,14.584,3578.1,4042.7,3910.71,131.99,4040.02,0.01,1.66,28.48,418.33,392.46,1, , ,  ,24,0.686666667
OWW04440-0822,2004,1,Yes,09/23/2004,09/23/2004,2,X,7.5,H4,91, ,686.9, ,8.41,H4,3.8,H15,10,H5,3.15, ,8.85, ,15, ,0,B,364.3,H196,294.3, ,206.3, ,36.4, ,0.6, ,108.8, ,148.8, ,90.3, ,153, ,0,B,21.07, ,0.032,0.316,686.919,2.037,689.2,901.83,890.8,11.04,901.24,0.002,0.62,31.19,96.86,90.49,1, , ,  ,10.2,0.16
OWW04440-0823,2004,1,Yes,10/25/2004,10/25/2004,1,F,7.83, ,301, ,2947.8, ,64.3, ,15, ,55, ,14.8, ,37.57, ,175,H36,0,B,1844.4, ,1231.6, ,165.5, ,68.7, ,0.9, ,209.9,H9,155,H9,102.2,H9,796, ,0,B,15.06,H8,0.015,0.676,3018.21,19.132,3037.8,3311.01,3352.62,-41.61,3310.1,0.008,-0.62,147.11,348.9,324.13,1, , ,  ,4.548571429,0.014285714
OWW04440-0825,2004,1,Yes,07/25/2004,07/25/2004,3,F,7.06,H4,40,H9,244,H9,4.48,H5,11.7,H15,10,H4,0.83, ,3.26, ,22, ,0,H213B,124.2,H214,124.4, ,59.1,H227,26, ,0.4, ,49.3, ,427.8, ,64, ,160, ,24.6,H204,11.68, ,0.087,0.115,226.546,0.244,226.8,334.14,347.16,-13.02,333.7,0.001,-1.91,8.14,38.35,35.96,2, , ,  ,7.272727273,0.313636364
OWW04440-0828,2004,1,Yes,10/24/2004,10/24/2004,2,F,7.82,H4,677,H8,6062.1,H8,2.09,H4,2.1,H15,45,H4,5.83, ,63.29,H12,142, ,0,B,4215.8, ,3013, ,400.4, ,94.3, ,1.1, ,711.3,H11,16591.2,H11,916.9,H11,4454,H37,0,B,15.32,H9,0.015,0.661,5081.239,31.477,5113.02,7724.56,7009.2,715.37,7723.51,0.019,4.86,57.93,811.88,739.89,2, , ,  ,31.36619718,1.884507042
OWW04440-0829,2004,1,Yes,10/27/2004,10/27/2004,2,F,7.42,H5,321, ,1917.2,H9,29.9, ,15.7,H16,65, ,13.88, ,23.25,H5,228, ,0,B,1048.3, ,870.6, ,769, ,248.2, ,4.4, ,189.2, ,787.4, ,930.1,H8,1440, ,23.5, ,22.26, ,0.038,0.263,1781.467,4.393,1785.97,2940.46,2918.05,22.41,2936.12,0.006,0.38,137.23,332.21,313.31,2, , ,  ,6.315789474,0.055701754
OWW04440-0830,2004,1,Yes,10/05/2004,10/05/2004,1,X,5.56, ,23,H8,14, ,3.06, ,5.8,H16,15, ,2.07, ,1.51, ,46,H34,0.5, ,37.4, ,39.6, ,67.6, ,11.4, ,0.4, ,49.8, ,192.2, ,79, ,154,H34,0,B,10.28, ,2.754,0.004,17.469,0.001,14.72,159.27,149.49,9.78,156.09,0,3.17,17.9,20.57,18.45,2, , ,  ,3.347826087,0.067391304
OWW04440-0835,2004,1,Yes,08/10/2004,08/10/2004,8,X,7.98, ,641,H9,3077.2,H8,12.7, ,17.3, ,10, ,3.45, ,38.12, ,28, ,0.7,H202,2849.4,H206,1023.7, ,1951.1,H202,83.6,H218,1.4, ,699.2,H13,192.2, ,2429,H13,314, ,0,H189B,6.4,H9,0.01,0.955,3087.174,27.643,3115.56,5909.13,6247.01,-337.88,5907.82,0.013,-2.78,34.3,708.66,646.03,2, , ,  ,11.21428571,0.110714286
OWW04440-0836,2004,1,Yes,09/22/2004,09/22/2004,1,F,7.31,H5,128,H8,1125.1, ,23.3,H5,85.8,H16,10,H6,1.39,H15,14.44, ,29, ,0,B,616.9, ,334.6, ,321.9, ,25.1, ,1.5, ,50.7, ,1047.8, ,118.1, ,290, ,0,B,31.58, ,0.049,0.204,1082.404,2.072,1084.56,1300.03,1270.38,29.64,1298.49,0.003,1.15,13.67,135.14,129.36,2, , ,  ,10,0.582758621
OWW04440-0841,2004,1,Yes,09/02/2004,09/02/2004,1,K,6.97,H5,75,H11,236.4,H11,7.52,H5,1.9,H15,0,H6,1.57, ,2.96,H53,14, ,0,B,237.3, ,198.7, ,151.7, ,28.9,H189,1.3, ,200.8,H11,527,H11,202.7,H11,176, ,13.5, ,16.62, ,0.107,0.093,198.849,0.174,199,617.91,611.17,6.75,616.53,0.002,0.55,15.31,75.51,66.64,5, , ,  ,12.57142857,0.607142857
OWW04440-0845,2004,1,Yes,09/15/2004,09/15/2004,1,F,6.92,H6,536,H9,4314.3, ,11.4,H6,26.6,H16,15,H6,5,H62,50.24,H47,35, ,0,B,3006.4, ,1875,H187,962.7, ,56.7, ,0.4, ,1680,H8,0,B,50.8, ,338, ,49.2, ,10.98, ,0.12,0.083,3291.756,2.567,3294.06,5901.43,5025.19,876.24,5900.88,0.015,8.02,48.81,615.57,523.47,3, , ,  ,9.657142857,0
OWW04440-0846,2004,1,Yes,09/23/2004,09/23/2004,7,F,7.99,H4,414, ,4220.7, ,0.693,H4,3.3,H15,5,H5,0.58,H55,51.05,H39,11, ,0,B,3523.2, ,673.9, ,112.2, ,19.1, ,0.6, ,248.9, ,7359.4, ,96.4, ,1628, ,0,B,10.19, ,0.01,0.977,4136.009,37.897,4174.6,4328.92,4638.97,-310.06,4328.36,0.011,-3.46,5.76,474.93,437.67,1, , ,  ,148,10.79090909
OWW04440-0849,2004,1,Yes,10/22/2004,10/22/2004,3,F,5.57,H5,26,H10,25.4,H10,3.4,H6,4.4,H17,20,H6,6.13, ,1.58,H4,16, ,0,B,38, ,41.6, ,70.7, ,12.8, ,0.8, ,35.4,H12,334.8,H12,81.1,H12,331, ,0,B,14.54,H11,2.692,0.004,18.689,0.001,16,166.56,140.7,25.86,163.08,0,8.42,53.02,20.19,18.65,4, , ,  ,20.6875,0.3375
OWW04440-0853,2004,1,Yes,08/13/2004,08/13/2004,2,X,7.69,H5,51,H10,374,H8,0.566,H4,0.5,H17,0,H4,0.84, ,4.54,H4,2, ,0,B,302.4, ,109.7, ,72.5, ,15.8, ,0.4, ,70.4, ,80.6, ,45, ,71, ,0,H186B,6.42, ,0.02,0.49,360.792,1.657,362.9,500.84,479.64,21.21,500.47,0.001,2.16,8.36,54.05,50.42,3, , ,  ,35.5,0.65
OWW04440-0854,2004,1,Yes,09/21/2004,09/21/2004,1,X,6.99, ,83,H8,682.8, ,3.86, ,2.2,H15,10, ,2.29,H56,9.01, ,21, ,0,B,287.1, ,196.9, ,308.2, ,54.8, ,0.6, ,39.5, ,316.2, ,113.9, ,133, ,26.6, ,29.76, ,0.102,0.098,609.333,0.558,609.85,847.68,768.47,79.22,847.01,0.002,4.9,22.38,86.44,83.04,1, , ,  ,6.333333333,0.242857143
OWW04440-0857,2004,1,Yes,10/18/2004,10/18/2004,9,F,6.53, ,45, ,191.5, ,2.31, ,12.5, ,20, ,3.39,H17,3.82,H4,26,H31,0.3, ,124.9, ,107.8, ,131.7, ,37, ,0.6, ,70.7, ,0,B,126, ,225,H31,0,B,17.01,H8,0.295,0.034,191.23,0.061,191.02,402.34,388.05,14.29,401.41,0.001,1.81,32.47,46.4,43.06,2, , ,  ,8.653846154,0
OWW04440-0861,2004,1,Yes,10/23/2004,10/23/2004,2,F,6.87,H4,131,H9,513.2,H9,8.34,H5,8.6,H16,35,H5,5.25, ,7.48, ,44, ,0,B,482.1, ,139.9, ,474.2, ,49, ,1.3, ,34,H11,62,H11,608,H12,253, ,0,B,33.43,H10,0.135,0.074,477.976,0.332,478.22,1146.54,1121.48,25.07,1145.13,0.002,1.11,51.12,134.07,129.67,3, , ,  ,5.75,0.022727273
OWW04440-0862,2004,1,Yes,10/25/2004,10/25/2004,7,B,6.57, ,28, ,122.6, ,1.5, ,2.6, ,15, ,2, ,2.27, ,10, ,0,B,73.3, ,104.4, ,42.2, ,20.9, ,0,B,88.8,H9,74.4,H9,23.5,H9,68, ,0,B,7.49,H8,0.269,0.037,117.63,0.041,117.43,241.19,231.25,9.94,240.92,0.001,2.1,19.23,27.87,24.12,1, ,X-SPOT SHIFTED UPSTREAM. UNNAMED TRIB ENTERS TITUS CREEK ABOUT 3 METERS DOWNSTREAM A,  ,6.8,0.12
OWW04440-0865,2004,1,Yes,09/06/2004,09/06/2004,9,F,6.3,X2,39, ,210.8, ,20.3,H4,18.5, ,0, ,0.69, ,5.41,H4,62, ,0,B,84.7, ,56.7, ,120.4, ,25.8,H185,6.1, ,6.2, ,1922, ,99.1, ,534, ,2.7, ,10.98,H8,0.501,0.02,211.835,0.04,211.38,294.16,348.15,-53.99,287.53,0.001,-8.41,6.47,36.29,35.6,2,"PHSTVL REPLACED WITH CALCULATED VALUE FROM DIC AND ANC, ORIGINAL VALUE=5.45, LAB RERUN 6/1/05=6.93 (NON CLOSED HEADSPACE)", ,  ,8.612903226,0.5
OWW04440-0877,2004,1,Yes,09/09/2004,09/09/2004,2,F,8.24,H4,947, ,3122.8, ,8.17,H4,11.8, ,10,H4,3.53, ,38.93,H5,18, ,0,B,3791.5,H183,1188.9, ,4468.2, ,153.3,H182,1.6, ,747.1, ,0,B,5196.7, ,539, ,0,B,43.16, ,0.006,1.738,3174.137,51.718,3227.38,9603.3,9171.33,431.96,9601.85,0.018,2.3,35.16,1125.13,1021.35,2, , ,  ,29.94444444,0
OWW04440-0878,2004,1,Yes,10/06/2004,10/06/2004,1,F,6.7,H6,14,H8,62.8,H8,0.096,H6,0.2,H16,15,H6,0.77,H15,1.01,H6,4,H43,0.5, ,46.9, ,21, ,38.8, ,10.6, ,0.3, ,29.3, ,961, ,11.1, ,244,H43,29.7, ,7.41, ,0.2,0.05,58.181,0.027,58.06,117.77,114.17,3.6,117.28,0,1.55,7.4,13.61,12.37,3, , ,  ,61,3.875
OWW04440-0886,2004,1,Yes,11/03/2004,11/03/2004,7,J,6.36, ,47, ,194.6, ,2.68, ,2.9, ,15, ,1.91, ,4.12, ,76, ,0,B,237.5, ,77.1, ,71.1, ,21.6, ,1.2, ,87.4, ,1767, ,94.2, ,514, ,16.3, ,4.4, ,0.437,0.023,173.196,0.037,172.81,408.84,383.44,25.4,407.19,0.001,3.21,18.04,47.53,43.59,2, , ,  ,6.763157895,0.375
OWW04440-0889,2004,1,Yes,09/25/2004,09/25/2004,1,F,7.23, ,256,H10,2428.2, ,4.44,H5,10.2,H17,30,H6,8.31, ,31.56,H30,232, ,0, ,1423.4, ,757.8, ,237.5, ,175, ,20.2, ,23.3, ,99.2, ,117.8, ,1099, ,6.8, ,15.6,H9,0.059,0.17,2319.082,3.693,2322.73,2613.84,2465.61,148.23,2593.75,0.006,2.92,81.84,265.52,253.81,3, , ,  ,4.737068966,0.006896552
OWW04440-0899,2004,1,Yes,08/19/2004,08/19/2004,1,F,7.24,H5,265,H8,1651.5,H11,8.16,H5,13.7,H15,15,H5,6.98, ,22.03,H5,79, ,0.3,H194,1045.6, ,591.4, ,745.5, ,119.6, ,16.5, ,99.9, ,62, ,770.4,H82,904, ,19.9,H181,1.08, ,0.058,0.174,1622.66,2.644,1625.31,2518.57,2496.78,21.78,2502.16,0.005,0.43,68.7,280.15,266.78,4, , ,  ,11.44303797,0.012658228
OWW04440-0901,2004,1,Yes,09/18/2004,09/18/2004,1,F,7.35,H4,427,H9,2614.6, ,6.36,H5,9.8,H16,15, ,5.34,H16,34.33, ,92, ,0,B,1918.6, ,1185, ,949.1, ,101.2, ,3.6, ,261.8, ,217, ,1352.7, ,447, ,30, ,10.27,H9,0.045,0.224,2594.8,5.447,2600.25,4157.47,4218.58,-61.1,4153.9,0.009,-0.73,52.75,472.46,442.59,3, , ,  ,4.858695652,0.038043478
OWW04440-0910,2004,1,Yes,09/29/2004,09/29/2004, , ,7.65, ,131,H8,1164.5, ,1.22, ,3.6,H15,5, ,1.35, ,14.4, ,5, ,0,B,1025.9, ,153.8, ,132.7, ,17.9, ,0.3, ,49.9, ,979.6, ,75.3, ,296, ,0,B,13.36, ,0.022,0.447,1138.944,4.77,1144.06,1330.62,1285.09,45.53,1330.32,0.003,1.74,13.34,139.12,133.03,1, , ,  ,59.2,3.16
OWW04440-0913,2004,1,Yes,10/05/2004,10/05/2004,2,F,5.68, ,20,H8,18.5, ,1.25, ,2.6,H16,15, ,2.46, ,1.74, ,2,H56,0,B,18.7, ,37.8, ,74.7, ,5.8, ,0.4, ,9.8, ,1010.6, ,84.4, ,268,H56,0,B,6.79, ,2.089,0.005,25.363,0.001,23.28,139.37,135.84,3.53,136.92,0,1.28,21.69,17.55,17.03,2, , ,  ,134,8.15
OWW04440-0917,2004,1,Yes,09/22/2004,09/23/2004,8,X,8.47,H4,226, ,2140.4, ,1.46,H4,2.5,H15,10,H5,4.08, ,25.24, ,14, ,0,B,1011.2, ,803.5, ,538, ,67.7, ,3.2, ,88.7, ,93, ,209.7, ,499, ,0,B,21.4, ,0.003,2.951,2057.537,56.933,2117.3,2423.11,2417.36,5.76,2420.31,0.005,0.12,40.76,254.14,239.21,1, , ,CHEMISTRY SAMPLED ON A DIFFERENT DATE ,35.64285714,0.107142857
OWW04440-0921,2004,1,Yes,10/28/2004,10/28/2004,2,E,6.42,H5,148,H8,495.7, ,42.8,H5,85.7,H15,35,H5,10.6, ,6.44,H4,501, ,0,B,382.5, ,232.8, ,415.1, ,206.8, ,9.3, ,151.1, ,37.2, ,616.1,H12,1171, ,31.6, ,1.88, ,0.38,0.026,288.822,0.071,288.52,1246.93,1056.7,190.23,1237.28,0.002,8.26,100.87,143.89,135.11,2, ,H2O BELOW 0.1 M @ X-SITE/DEEPER POOL @ E.,  ,2.337325349,0.001197605
OWW04440-0932,2004,1,Yes,10/12/2004,10/12/2004,1,F,7.01,H6,29,H9,222.2,H8,0.914,H6,1.4,H15,10,H6,0.81,H22,3.12, ,21,H37,0.3, ,88.1, ,58.5, ,106.5, ,23.1, ,0.4, ,35.9, ,43.4, ,21.6, ,25,H37,0,B,16.44, ,0.098,0.102,212.806,0.204,213,276.72,271.33,5.38,276.19,0.001,0.98,7.91,29.51,27.71,3, , ,  ,1.19047619,0.033333333
OWW04440-0937,2004,1,Yes,10/22/2004,10/22/2004,2,F,6.88,H5,67,H10,386.4, ,10.1,H4,8.4, ,20,H4,4.37, ,5.74,H4,29, ,0,B,326.3, ,89.5, ,147.4, ,29.8, ,2.2, ,39.6, ,620, ,161.1, ,344, ,0,B,13.3, ,0.132,0.076,368.77,0.262,368.95,595.38,579.8,15.58,593.05,0.001,1.33,42.57,66.55,63.96,3, , ,  ,11.86206897,0.344827586
OWW04440-0945,2004,1,Yes,10/26/2004,10/26/2004,2,F,7.08, ,152,H8,802.5,H10,35.6, ,26.5,H15,40, ,7.57, ,9.5, ,337, ,0,B,298.5, ,185.5, ,798.9, ,121.6, ,3.7, ,102,H8,291.4,H8,468.7,H9,560,H35,21.3, ,17.99, ,0.083,0.12,666.035,0.751,666.78,1408.26,1242.25,166.01,1404.49,0.002,6.26,74.25,150.8,142.73,2, , ,  ,1.661721068,0.013946588
